programme_title,programme_url,year_or_group,module_name,module_code,nqf_level,credits,pdf_url,pdf_local_path
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Web Programming 271,Web Programming 271,Web Programming 271,Web Programming 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Statistics-271-STA271.pdf,kb_output\pdfs\Statistics-271-STA271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Internet Of Things 271,Internet Of Things 271,Internet Of Things 271,Internet Of Things 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Internet-of-Things-271-IOT271.pdf,kb_output\pdfs\Internet-of-Things-271-IOT271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Software Testing 271,Software Testing 271,Software Testing 271,Software Testing 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Software-Testing-271-SWT271.pdf,kb_output\pdfs\Software-Testing-271-SWT271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Cloud-Native Application Programming 371,Cloud-Native Application Programming 371,Cloud-Native Application Programming 371,Cloud-Native Application Programming 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Cloud-Native-Application-Programming-371-CNA371.pdf,kb_output\pdfs\Cloud-Native-Application-Programming-371-CNA371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Data Analytics 371,Data Analytics 371,Data Analytics 371,Data Analytics 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Data-Analytics-371-DAL371.pdf,kb_output\pdfs\Data-Analytics-371-DAL371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Database Development 371,Database Development 371,Database Development 371,Database Development 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Database-Development-371-DBD371.pdf,kb_output\pdfs\Database-Development-371-DBD371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Innovation and Leadership 371,Innovation and Leadership 371,Innovation and Leadership 371,Innovation and Leadership 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Innovation-and-Leadership 371 - INL371.pdf,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Programming 371,Programming 371,Programming 371,Programming 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Programming-371-PRG371.pdf,kb_output\pdfs\Programming-371-PRG371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Project 371,Project 371,Project 371,Project 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Project-371-PRJ371.pdf,kb_output\pdfs\Project-371-PRJ371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Project Management 371,Project Management 371,Project Management 371,Project Management 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Project-Management-371-PMM371.pdf,kb_output\pdfs\Project-Management-371-PMM371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Software Analysis & Design 371,Software Analysis & Design 371,Software Analysis & Design 371,Software Analysis & Design 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Software-Analysis-and-Design-371-SAD371.pdf,kb_output\pdfs\Software-Analysis-and-Design-371-SAD371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Software Engineering 371,Software Engineering 371,Software Engineering 371,Software Engineering 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Software-Engineering-371-SEN371.pdf,kb_output\pdfs\Software-Engineering-371-SEN371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Web Programming 371,Web Programming 371,Web Programming 371,Web Programming 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Web-Programming-371-WPR371.pdf,kb_output\pdfs\Web-Programming-371-WPR371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,Innovation Management 371,Innovation Management 371,Innovation Management 371,Innovation Management 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Innovation-Management-371-INM371.pdf,kb_output\pdfs\Innovation-Management-371-INM371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,Software Development Specialisation,User Experience Design 371,User Experience Design 371,User Experience Design 371,User Experience Design 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/User-Experience-Design-371-UXD371.pdf,kb_output\pdfs\User-Experience-Design-371-UXD371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,,cookielawinfo-checkbox-analytics,cookielawinfo-checkbox-analytics,cookielawinfo-checkbox-analytics,cookielawinfo-checkbox-analytics,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,,cookielawinfo-checkbox-functional,cookielawinfo-checkbox-functional,cookielawinfo-checkbox-functional,cookielawinfo-checkbox-functional,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,,cookielawinfo-checkbox-necessary,cookielawinfo-checkbox-necessary,cookielawinfo-checkbox-necessary,cookielawinfo-checkbox-necessary,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,,cookielawinfo-checkbox-others,cookielawinfo-checkbox-others,cookielawinfo-checkbox-others,cookielawinfo-checkbox-others,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,,cookielawinfo-checkbox-performance,cookielawinfo-checkbox-performance,cookielawinfo-checkbox-performance,cookielawinfo-checkbox-performance,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology/#content,,viewed_cookie_policy,viewed_cookie_policy,viewed_cookie_policy,viewed_cookie_policy,,
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Academic Writing 181,ACW181,5,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Academic-Writing-181-ACW181.pdf,kb_output\pdfs\Academic-Writing-181-ACW181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Computer Architecture 181,COA181,5,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Computer-Architecture-181-COA181.pdf,kb_output\pdfs\Computer-Architecture-181-COA181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Database Development 181,DBD181,5,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-181-DBD181.pdf,kb_output\pdfs\Database-Development-181-DBD181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Information Systems 181,INF181,5,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Information-Systems-181-INF181.pdf,kb_output\pdfs\Information-Systems-181-INF181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 101,INL101,5,5,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-101-INL101.pdf,kb_output\pdfs\Innovation-and-Leadership-101-INL101.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 102,INL102,5,5,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-102-INL102.pdf,kb_output\pdfs\Innovation-and-Leadership-102-INL102.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Linear Programming 181,LPR181,5,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Linear-Programming-181-LPR181.pdf,kb_output\pdfs\Linear-Programming-181-LPR181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Mathematics 181,MAT181,5,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mathematics-181-MAT181.pdf,kb_output\pdfs\Mathematics-181-MAT181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Networking Development 181,NWD181,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Network-Development-181-NWD181.pdf,kb_output\pdfs\Network-Development-181-NWD181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 181,PRG181,5,16,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-181-PRG181.pdf,kb_output\pdfs\Programming-181-PRG181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 182,PRG182,5,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-182-PRG182.pdf,kb_output\pdfs\Programming-182-PRG182.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Statistics 181,STA181,5,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Statistics-181-STA181.pdf,kb_output\pdfs\Statistics-181-STA181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Web Programming 181,WPR181,5,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-181-WPR181.pdf,kb_output\pdfs\Web-Programming-181-WPR181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Business Management 181,BUM181,5,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Business-Management-181-BUM181.pdf,kb_output\pdfs\Business-Management-181-BUM181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Entrepreneurship 181,ENT181,5,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Entrepreneurship-181-ENT181.pdf,kb_output\pdfs\Entrepreneurship-181-ENT181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Database Development 281,DBD281,6,15,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-281-DBD281.pdf,kb_output\pdfs\Database-Development-281-DBD281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Information Systems 281,INF281,6,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Information-Systems-281-INF281.pdf,kb_output\pdfs\Information-Systems-281-INF281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 201,INL201,6,5,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-201-INL201.pdf,kb_output\pdfs\Innovation-and-Leadership-201-INL201.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 202,INL202,6,5,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-202-INL202.pdf,kb_output\pdfs\Innovation-and-Leadership-202-INL202.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Linear Programming 281,LPR281,6,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Linear-Programming-281-LPR281.pdf,kb_output\pdfs\Linear-Programming-281-LPR281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Mathematics 281,MAT281,6,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mathematics-281-MAT281.pdf,kb_output\pdfs\Mathematics-281-MAT281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 281,PRG281,6,13,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-281-PRG281.pdf,kb_output\pdfs\Programming-281-PRG281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 282,PRG282,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-282-PRG282.pdf,kb_output\pdfs\Programming-282-PRG282.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Project Management 281,PMM281,6,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Project-Management-281-PMM281.pdf,kb_output\pdfs\Project-Management-281-PMM281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Statistics 281,STA281,6,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Statistics-281-STA281.pdf,kb_output\pdfs\Statistics-281-STA281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Web Programming 281,WPR281,6,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-281-WPR281.pdf,kb_output\pdfs\Web-Programming-281-WPR281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Software Analysis & Design 281,SAD281,7,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Analysis-and-Design-281-SAD281.pdf,kb_output\pdfs\Software-Analysis-and-Design-281-SAD281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Data Warehousing 281,DWH281,7,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Data-Warehousing-281-DWH281.pdf,kb_output\pdfs\Data-Warehousing-281-DWH281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Internet Of Things 281,IOT281,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Internet-of-Things-281-IOT281.pdf,kb_output\pdfs\Internet-of-Things-281-IOT281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Software Testing 281,SWT281,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Testing-281-SWT281.pdf,kb_output\pdfs\Software-Testing-281-SWT281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Research Methods 381,RSH381,7,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Research-Methods-381-RSH381.pdf,kb_output\pdfs\Research-Methods-381-RSH381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Database Development 381,DBD381,7,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-381-DBD381.pdf,kb_output\pdfs\Database-Development-381-DBD381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 321,INL321,7,5,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/03/Innovation-and-Leadership-381-INL381.pdf,kb_output\pdfs\Innovation-and-Leadership-381-INL381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Linear Programming 381,LPR381,7,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Linear-Programming-381-LPR381.pdf,kb_output\pdfs\Linear-Programming-381-LPR381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Machine Learning 381,MLG381,7,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/03/Machine-Learning-381-MLG381.pdf,kb_output\pdfs\Machine-Learning-381-MLG381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Project 381,PRJ381,8,17,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Project-381-PRJ381.pdf,kb_output\pdfs\Project-381-PRJ381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Project Management 381,PMM381,7,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Project-Management-381-PMM381.pdf,kb_output\pdfs\Project-Management-381-PMM381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 381,PRG381,7,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/03/Programming-381-PRG381.pdf,kb_output\pdfs\Programming-381-PRG381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Software Engineering 381,SEN381,8,30,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Engineering-381-SEN381.pdf,kb_output\pdfs\Software-Engineering-381-SEN381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Web Programming 381,WPR381,7,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-381-WPR381.pdf,kb_output\pdfs\Web-Programming-381-WPR381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Data Science 381,BIN381,8,30,https://www.belgiumcampus.ac.za/wp-content/uploads/2022/07/Data-Science-381-DTS381.pdf,kb_output\pdfs\Data-Science-381-DTS381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Database Administration 381,DBA381,7,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Administration-381-DBA381.pdf,kb_output\pdfs\Database-Administration-381-DBA381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Statistics 381,STA381,7,9,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Statistics-381-STA381.pdf,kb_output\pdfs\Statistics-381-STA381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation Management 381,INM381,7,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-Management-381-INM381.pdf,kb_output\pdfs\Innovation-Management-381-INM381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Machine Learning 382,MLG382,7,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Machine-Learning-382-MLG382.pdf,kb_output\pdfs\Machine-Learning-382-MLG382.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,User Experience Design 381,UAX381,7,11,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/User-Experience-Design-381-UXD381.pdf,kb_output\pdfs\User-Experience-Design-381-UXD381.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Applied Information Technology 481,AIT481,7,60,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Applied-Information-Technology-481-AIT481.pdf,kb_output\pdfs\Applied-Information-Technology-481-AIT481.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Applied Information Technology 482,AIT482,8,60,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Applied-Information-Technology-482-AIT482.pdf,kb_output\pdfs\Applied-Information-Technology-482-AIT482.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Dissertation 481,DST481,8,30,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Dissertation-481-DST481.pdf,kb_output\pdfs\Dissertation-481-DST481.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Subject outcomes,–,–,–,,
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Academic Writing 181,Academic Writing 181,Academic Writing 181,Academic Writing 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Academic-Writing-181-ACW181.pdf,kb_output\pdfs\Academic-Writing-181-ACW181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Computer Architecture 181,Computer Architecture 181,Computer Architecture 181,Computer Architecture 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Computer-Architecture-181-COA181.pdf,kb_output\pdfs\Computer-Architecture-181-COA181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Database Development 181,Database Development 181,Database Development 181,Database Development 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-181-DBD181.pdf,kb_output\pdfs\Database-Development-181-DBD181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Information Systems 181,Information Systems 181,Information Systems 181,Information Systems 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/03/Information-Systems-181-INF181.pdf,kb_output\pdfs\Information-Systems-181-INF181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 101,Innovation and Leadership 101,Innovation and Leadership 101,Innovation and Leadership 101,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-101-INL101.pdf,kb_output\pdfs\Innovation-and-Leadership-101-INL101.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 102,Innovation and Leadership 102,Innovation and Leadership 102,Innovation and Leadership 102,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-102-INL102.pdf,kb_output\pdfs\Innovation-and-Leadership-102-INL102.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Linear Programming 181,Linear Programming 181,Linear Programming 181,Linear Programming 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Linear-Programming-181-LPR181.pdf,kb_output\pdfs\Linear-Programming-181-LPR181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Mathematics 181,Mathematics 181,Mathematics 181,Mathematics 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mathematics-181-MAT181.pdf,kb_output\pdfs\Mathematics-181-MAT181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Networking Development 181,Networking Development 181,Networking Development 181,Networking Development 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Network-Development-181-NWD181.pdf,kb_output\pdfs\Network-Development-181-NWD181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 181,Programming 181,Programming 181,Programming 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-181-PRG181.pdf,kb_output\pdfs\Programming-181-PRG181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 182,Programming 182,Programming 182,Programming 182,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-182-PRG182.pdf,kb_output\pdfs\Programming-182-PRG182.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Statistics 181,Statistics 181,Statistics 181,Statistics 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Statistics-181-STA181.pdf,kb_output\pdfs\Statistics-181-STA181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Web Programming 181,Web Programming 181,Web Programming 181,Web Programming 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-181-WPR181.pdf,kb_output\pdfs\Web-Programming-181-WPR181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Business Management 181,Business Management 181,Business Management 181,Business Management 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Business-Management-181-BUM181.pdf,kb_output\pdfs\Business-Management-181-BUM181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Entrepreneurship 181,Entrepreneurship 181,Entrepreneurship 181,Entrepreneurship 181,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Entrepreneurship-181-ENT181.pdf,kb_output\pdfs\Entrepreneurship-181-ENT181.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Database Development 281,Database Development 281,Database Development 281,Database Development 281,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-281-DBD281.pdf,kb_output\pdfs\Database-Development-281-DBD281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Information Systems 281,Information Systems 281,Information Systems 281,Information Systems 281,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Information-Systems-281-INF281.pdf,kb_output\pdfs\Information-Systems-281-INF281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 201,Innovation and Leadership 201,Innovation and Leadership 201,Innovation and Leadership 201,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-201-INL201.pdf,kb_output\pdfs\Innovation-and-Leadership-201-INL201.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Innovation and Leadership 202,Innovation and Leadership 202,Innovation and Leadership 202,Innovation and Leadership 202,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Innovation-and-Leadership-202-INL202.pdf,kb_output\pdfs\Innovation-and-Leadership-202-INL202.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Linear Programming 281,Linear Programming 281,Linear Programming 281,Linear Programming 281,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Linear-Programming-281-LPR281.pdf,kb_output\pdfs\Linear-Programming-281-LPR281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Mathematics 281,Mathematics 281,Mathematics 281,Mathematics 281,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mathematics-281-MAT281.pdf,kb_output\pdfs\Mathematics-281-MAT281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 281,Programming 281,Programming 281,Programming 281,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-281-PRG281.pdf,kb_output\pdfs\Programming-281-PRG281.pdf
Bachelor of Computing,https://www.belgiumcampus.ac.za/bachelor-of-computing,Software Engineering Specialisation,Programming 282,Programming 282,Programming 282,Programming 282,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-282-PRG282.pdf,kb_output\pdfs\Programming-282-PRG282.pdf
